Farmer_ID,Region,Crop,Coop_Member,Farm_Size_Ha,Loan_Amount_TZS,Probability_of_Default,LGD,Expected_Loss_TZS,Actual_Default,Risk_Category
NMB-AGRI-03565,0.5649157581764123,0.5689655172413793,True,7.6,3694000,67.7,0.45,1125641,1,HIGH
NMB-AGRI-04417,0.5788402848423194,0.5640031031807603,False,1.9,3705000,67.3,0.45,1122528,0,HIGH
NMB-AGRI-02851,0.572020725388601,0.5649671052631579,False,2.2,4553000,54.5,0.45,1117085,0,HIGH
NMB-AGRI-03817,0.5649157581764123,0.5689655172413793,True,9.3,4994000,49.6,0.45,1114724,0,MEDIUM
NMB-AGRI-03209,0.5387634936211972,0.5649671052631579,True,6.6,3178000,77.8,0.45,1112061,0,VERY_HIGH
NMB-AGRI-00952,0.5649157581764123,0.5689655172413793,True,9.2,4903000,50.3,0.45,1110728,1,HIGH
NMB-AGRI-01582,0.5649157581764123,0.5640031031807603,True,2.2,4775000,51.6,0.45,1108839,1,HIGH
NMB-AGRI-00476,0.5649157581764123,0.5640031031807603,False,8.8,4681000,52.5,0.45,1106165,0,HIGH
NMB-AGRI-00401,0.56640625,0.5640031031807603,True,1.0,4566000,53.7,0.45,1104085,1,HIGH
NMB-AGRI-01044,0.5788402848423194,0.5689655172413793,False,1.9,4439000,55.2,0.45,1102560,0,HIGH
NMB-AGRI-00812,0.5387634936211972,0.5689655172413793,True,3.8,4779000,51.2,0.45,1100372,0,HIGH
NMB-AGRI-01479,0.5649157581764123,0.5640031031807603,False,2.8,4771000,51.1,0.45,1098006,0,HIGH
NMB-AGRI-04892,0.5649157581764123,0.5689655172413793,False,5.5,3968000,61.0,0.45,1089285,0,HIGH
NMB-AGRI-04314,0.56640625,0.5640031031807603,False,4.6,4681000,51.7,0.45,1088110,0,HIGH
NMB-AGRI-03073,0.5788402848423194,0.5583398590446359,True,8.4,4793000,50.3,0.45,1085387,0,HIGH
NMB-AGRI-02297,0.56640625,0.5689655172413793,True,1.3,4470000,53.8,0.45,1083074,1,HIGH
NMB-AGRI-04504,0.5649157581764123,0.5640031031807603,False,9.4,4661000,51.6,0.45,1082227,1,HIGH
NMB-AGRI-00503,0.5788402848423194,0.5583398590446359,True,0.9,3716000,64.6,0.45,1080064,1,HIGH
NMB-AGRI-02600,0.572020725388601,0.5689655172413793,True,9.6,4266000,56.2,0.45,1078840,1,HIGH
NMB-AGRI-02550,0.5649157581764123,0.5689655172413793,False,0.7,3944000,60.6,0.45,1076158,0,HIGH
NMB-AGRI-03318,0.5387634936211972,0.5649671052631579,True,6.9,4759000,50.2,0.45,1076013,0,HIGH
NMB-AGRI-01371,0.56640625,0.5583398590446359,False,9.6,4137000,57.7,0.45,1074274,1,HIGH
NMB-AGRI-01939,0.572020725388601,0.5689655172413793,True,3.6,3639000,65.6,0.45,1073979,0,HIGH
NMB-AGRI-02031,0.5788402848423194,0.5583398590446359,True,2.8,3931000,60.6,0.45,1072759,1,HIGH
NMB-AGRI-04388,0.5788402848423194,0.5640031031807603,True,1.2,4534000,52.5,0.45,1071969,0,HIGH
NMB-AGRI-03905,0.5788402848423194,0.5689655172413793,True,4.6,4190000,56.8,0.45,1071347,1,HIGH
NMB-AGRI-04081,0.56640625,0.5649671052631579,True,5.9,3637000,65.4,0.45,1070846,1,HIGH
NMB-AGRI-03199,0.5788402848423194,0.5583398590446359,True,4.0,3650000,65.0,0.45,1067595,1,HIGH
NMB-AGRI-01305,0.572020725388601,0.5583398590446359,False,9.5,4150000,57.0,0.45,1065384,0,HIGH
NMB-AGRI-04413,0.5649157581764123,0.5649671052631579,True,2.6,4548000,52.0,0.45,1064940,1,HIGH
NMB-AGRI-00489,0.572020725388601,0.5640031031807603,True,3.1,4417000,53.3,0.45,1058785,0,HIGH
NMB-AGRI-02471,0.5649157581764123,0.5583398590446359,True,6.0,3579000,65.7,0.45,1057526,1,HIGH
NMB-AGRI-02163,0.572020725388601,0.5583398590446359,False,5.8,3539000,66.2,0.45,1054230,0,HIGH
NMB-AGRI-00352,0.5387634936211972,0.5649671052631579,True,8.9,4619000,50.7,0.45,1053412,0,HIGH
NMB-AGRI-04502,0.5387634936211972,0.5649671052631579,True,9.7,4089000,57.2,0.45,1053250,0,HIGH
NMB-AGRI-00470,0.572020725388601,0.5689655172413793,True,9.7,4858000,48.2,0.45,1052841,0,MEDIUM
NMB-AGRI-00589,0.5387634936211972,0.5649671052631579,True,7.8,3074000,76.1,0.45,1052661,0,VERY_HIGH
NMB-AGRI-02173,0.5788402848423194,0.5583398590446359,False,7.0,4033000,58.0,0.45,1051858,0,HIGH
NMB-AGRI-01943,0.5649157581764123,0.5689655172413793,True,5.4,4469000,52.3,0.45,1051547,1,HIGH
NMB-AGRI-00709,0.5387634936211972,0.5640031031807603,True,7.0,3555000,65.4,0.45,1046990,0,HIGH
NMB-AGRI-02019,0.5788402848423194,0.5689655172413793,False,6.1,4030000,57.7,0.45,1046309,1,HIGH
NMB-AGRI-00267,0.5387634936211972,0.5640031031807603,True,8.5,3940000,59.0,0.45,1045974,1,HIGH
NMB-AGRI-03993,0.5387634936211972,0.5689655172413793,False,7.4,4181000,55.6,0.45,1045517,0,HIGH
NMB-AGRI-03893,0.572020725388601,0.5583398590446359,True,8.5,4957000,46.7,0.45,1042283,1,MEDIUM
NMB-AGRI-04824,0.56640625,0.5583398590446359,True,2.3,4737000,48.7,0.45,1038290,1,MEDIUM
NMB-AGRI-02873,0.5387634936211972,0.5689655172413793,False,8.6,4808000,48.0,0.45,1037862,0,MEDIUM
NMB-AGRI-04111,0.5387634936211972,0.5649671052631579,True,9.7,4586000,50.1,0.45,1034807,0,HIGH
NMB-AGRI-04140,0.5387634936211972,0.5689655172413793,True,4.6,3561000,64.5,0.45,1034225,1,HIGH
NMB-AGRI-03955,0.5387634936211972,0.5583398590446359,False,3.7,4994000,46.0,0.45,1033129,0,MEDIUM
NMB-AGRI-01951,0.572020725388601,0.5649671052631579,False,7.6,4239000,54.2,0.45,1033117,1,HIGH
NMB-AGRI-04834,0.5649157581764123,0.5583398590446359,True,9.1,4302000,53.3,0.45,1030968,0,HIGH
NMB-AGRI-04652,0.5788402848423194,0.5649671052631579,False,9.0,4420000,51.8,0.45,1029954,0,HIGH
NMB-AGRI-00037,0.56640625,0.5649671052631579,False,8.5,4551000,50.3,0.45,1029930,1,HIGH
NMB-AGRI-00374,0.5387634936211972,0.5689655172413793,False,8.0,4054000,56.4,0.45,1028638,1,HIGH
NMB-AGRI-00357,0.56640625,0.5649671052631579,True,8.2,4546000,50.3,0.45,1028621,0,HIGH
NMB-AGRI-04067,0.56640625,0.5689655172413793,False,9.0,3958000,57.6,0.45,1025863,1,HIGH
NMB-AGRI-03298,0.5649157581764123,0.5689655172413793,True,1.3,3706000,61.0,0.45,1016713,0,HIGH
NMB-AGRI-00110,0.5387634936211972,0.5689655172413793,True,4.2,4698000,48.0,0.45,1013842,1,MEDIUM
NMB-AGRI-04320,0.56640625,0.5649671052631579,True,1.6,3634000,62.0,0.45,1013659,1,HIGH
NMB-AGRI-04234,0.5649157581764123,0.5689655172413793,False,9.3,4139000,54.3,0.45,1011914,1,HIGH
NMB-AGRI-00657,0.572020725388601,0.5649671052631579,False,0.6,3330000,67.5,0.45,1011415,1,HIGH
NMB-AGRI-04146,0.5387634936211972,0.5583398590446359,False,5.9,4428000,50.7,0.45,1011193,1,HIGH
NMB-AGRI-03603,0.5788402848423194,0.5640031031807603,True,4.3,3403000,65.8,0.45,1007845,1,HIGH
NMB-AGRI-02844,0.572020725388601,0.5649671052631579,True,3.4,3587000,62.4,0.45,1007571,1,HIGH
NMB-AGRI-04301,0.56640625,0.5583398590446359,True,4.9,4131000,53.8,0.45,1000776,1,HIGH
NMB-AGRI-02505,0.572020725388601,0.5689655172413793,False,4.5,3403000,65.3,0.45,1000273,0,HIGH
NMB-AGRI-04063,0.572020725388601,0.5640031031807603,True,1.1,3836000,57.8,0.45,998455,0,HIGH
NMB-AGRI-04820,0.5387634936211972,0.5649671052631579,False,6.5,4222000,52.4,0.45,996097,0,HIGH
NMB-AGRI-01456,0.5788402848423194,0.5640031031807603,False,5.5,3708000,59.7,0.45,995503,0,HIGH
NMB-AGRI-00090,0.5788402848423194,0.5649671052631579,True,1.5,3735000,59.0,0.45,991522,0,HIGH
NMB-AGRI-01814,0.572020725388601,0.5649671052631579,False,6.4,4197000,52.5,0.45,991137,1,HIGH
NMB-AGRI-04870,0.56640625,0.5689655172413793,True,3.9,4578000,48.1,0.45,990519,0,MEDIUM
NMB-AGRI-04873,0.5788402848423194,0.5649671052631579,True,4.1,3925000,56.0,0.45,989798,1,HIGH
NMB-AGRI-01540,0.572020725388601,0.5649671052631579,True,3.4,4995000,44.0,0.45,988441,1,MEDIUM
NMB-AGRI-01779,0.5649157581764123,0.5583398590446359,True,8.7,4254000,51.6,0.45,987516,1,HIGH
NMB-AGRI-03583,0.56640625,0.5649671052631579,True,0.8,4214000,52.1,0.45,987277,0,HIGH
NMB-AGRI-03218,0.5649157581764123,0.5640031031807603,False,3.1,4989000,43.9,0.45,986330,1,MEDIUM
NMB-AGRI-00370,0.572020725388601,0.5689655172413793,False,9.2,3874000,56.5,0.45,985083,1,HIGH
NMB-AGRI-04138,0.5788402848423194,0.5640031031807603,True,8.9,4393000,49.5,0.45,977920,0,MEDIUM
NMB-AGRI-01544,0.5788402848423194,0.5640031031807603,False,0.9,3548000,60.8,0.45,970023,0,HIGH
NMB-AGRI-01258,0.5788402848423194,0.5689655172413793,True,2.2,4340000,49.7,0.45,969771,1,MEDIUM
NMB-AGRI-02320,0.572020725388601,0.5583398590446359,False,8.2,3646000,59.0,0.45,968594,0,HIGH
NMB-AGRI-01117,0.56640625,0.5640031031807603,False,9.0,3539000,60.7,0.45,966067,1,HIGH
NMB-AGRI-00829,0.5387634936211972,0.5649671052631579,False,9.7,4008000,53.6,0.45,966058,1,HIGH
NMB-AGRI-01737,0.56640625,0.5689655172413793,False,7.3,3227000,66.1,0.45,959905,0,HIGH
NMB-AGRI-04674,0.572020725388601,0.5689655172413793,True,4.5,4194000,50.7,0.45,957274,1,HIGH
NMB-AGRI-02968,0.572020725388601,0.5689655172413793,True,7.5,3464000,61.3,0.45,956279,0,HIGH
NMB-AGRI-04968,0.56640625,0.5649671052631579,True,2.8,3625000,58.6,0.45,955484,1,HIGH
NMB-AGRI-01569,0.5788402848423194,0.5689655172413793,True,3.1,3611000,58.7,0.45,953300,1,HIGH
NMB-AGRI-02239,0.5788402848423194,0.5583398590446359,False,2.5,3833000,55.2,0.45,951876,1,HIGH
NMB-AGRI-03074,0.5649157581764123,0.5640031031807603,False,4.8,4527000,46.7,0.45,951247,1,MEDIUM
NMB-AGRI-01497,0.56640625,0.5689655172413793,True,0.6,4164000,50.8,0.45,950985,1,HIGH
NMB-AGRI-02100,0.5788402848423194,0.5649671052631579,True,2.7,4225000,49.9,0.45,949206,1,MEDIUM
NMB-AGRI-01819,0.572020725388601,0.5649671052631579,True,5.4,3963000,53.1,0.45,946539,1,HIGH
NMB-AGRI-03254,0.56640625,0.5640031031807603,False,1.6,4297000,48.9,0.45,945584,1,MEDIUM
NMB-AGRI-03487,0.5387634936211972,0.5583398590446359,False,2.4,3465000,60.6,0.45,944930,1,HIGH
NMB-AGRI-03464,0.572020725388601,0.5649671052631579,True,6.1,3730000,56.3,0.45,944831,0,HIGH
NMB-AGRI-03992,0.5387634936211972,0.5640031031807603,True,6.3,4281000,48.8,0.45,940808,0,MEDIUM
NMB-AGRI-00477,0.5387634936211972,0.5689655172413793,False,1.5,4428000,47.2,0.45,939791,0,MEDIUM
NMB-AGRI-04107,0.5788402848423194,0.5649671052631579,False,8.5,4169000,50.0,0.45,938917,0,MEDIUM
NMB-AGRI-01847,0.572020725388601,0.5583398590446359,True,3.4,3535000,58.9,0.45,937523,0,HIGH
NMB-AGRI-03887,0.5788402848423194,0.5640031031807603,False,7.3,3990000,52.2,0.45,936361,1,HIGH
NMB-AGRI-00751,0.5649157581764123,0.5583398590446359,False,1.0,4517000,45.7,0.45,929909,1,MEDIUM
NMB-AGRI-04639,0.56640625,0.5689655172413793,True,4.7,4565000,45.2,0.45,928328,1,MEDIUM
NMB-AGRI-02769,0.5788402848423194,0.5689655172413793,False,1.3,3567000,57.8,0.45,927810,0,HIGH
NMB-AGRI-03933,0.5387634936211972,0.5649671052631579,False,7.2,3154000,65.3,0.45,927277,1,HIGH
NMB-AGRI-03284,0.5387634936211972,0.5649671052631579,True,8.4,3155000,65.2,0.45,924975,1,HIGH
NMB-AGRI-00268,0.56640625,0.5649671052631579,False,9.1,3853000,53.2,0.45,922139,1,HIGH
NMB-AGRI-00715,0.5649157581764123,0.5649671052631579,True,0.6,3141000,65.1,0.45,920029,0,HIGH
NMB-AGRI-00363,0.56640625,0.5640031031807603,True,7.7,3392000,60.1,0.45,917635,0,HIGH
NMB-AGRI-00531,0.572020725388601,0.5583398590446359,True,6.0,3716000,54.8,0.45,915886,1,HIGH
NMB-AGRI-01654,0.5649157581764123,0.5689655172413793,True,1.6,3963000,51.4,0.45,915865,0,HIGH
NMB-AGRI-03422,0.56640625,0.5583398590446359,False,7.5,3405000,59.7,0.45,915005,0,HIGH
NMB-AGRI-03557,0.5649157581764123,0.5583398590446359,False,4.7,3879000,52.2,0.45,911002,1,HIGH
NMB-AGRI-02649,0.56640625,0.5640031031807603,True,5.9,3276000,61.7,0.45,909972,1,HIGH
NMB-AGRI-03000,0.5788402848423194,0.5583398590446359,True,8.8,4258000,47.4,0.45,908323,1,MEDIUM
NMB-AGRI-02536,0.5649157581764123,0.5689655172413793,False,6.7,4388000,46.0,0.45,908148,1,MEDIUM
NMB-AGRI-03537,0.5387634936211972,0.5649671052631579,True,6.7,3912000,51.5,0.45,905740,1,HIGH
NMB-AGRI-03563,0.572020725388601,0.5649671052631579,True,9.0,4872000,41.3,0.45,905530,1,MEDIUM
NMB-AGRI-02679,0.56640625,0.5583398590446359,False,3.8,3405000,59.1,0.45,905163,1,HIGH
NMB-AGRI-03914,0.5649157581764123,0.5689655172413793,False,9.4,4318000,46.6,0.45,905084,1,MEDIUM
NMB-AGRI-01930,0.5649157581764123,0.5640031031807603,False,9.4,4165000,48.2,0.45,902609,0,MEDIUM
NMB-AGRI-04952,0.5788402848423194,0.5689655172413793,True,2.0,3610000,55.5,0.45,901937,1,HIGH
NMB-AGRI-03070,0.572020725388601,0.5583398590446359,True,7.4,3457000,57.9,0.45,901341,0,HIGH
