farmer_id,region,coop_member,farm_size_hectares,primary_crop,mobile_money_inflow,subsidy_status,loan_amount_requested,default_flag
NMB-AGRI-00081,Dodoma,1,4.7,Rice,3209037.342518433,0,4476000.0,1
NMB-AGRI-00082,Mwanza,1,1.3,Cashew,1814627.020905228,0,3895000.0,0
NMB-AGRI-00083,Mwanza,1,3.2,Cashew,3982362.8478376525,0,1397000.0,1
NMB-AGRI-00084,Dodoma,1,7.9,Cashew,4784578.506074911,1,4910000.0,0
NMB-AGRI-00085,Dodoma,1,1.9,Coffee,2815357.9672761345,0,1061000.0,1
NMB-AGRI-00086,Dodoma,1,6.6,Maize,8124347.273863366,0,4588000.0,0
NMB-AGRI-00087,Dodoma,0,9.2,Maize,12424803.408365764,0,1757000.0,1
NMB-AGRI-00088,Morogoro,1,7.0,Rice,3837055.524212407,0,3863000.0,1
NMB-AGRI-00089,Mbeya,0,8.2,Cashew,8240679.535325774,0,2391000.0,0
NMB-AGRI-00090,Mbeya,1,1.5,Maize,1797897.4300905587,1,3735000.0,0
NMB-AGRI-00091,Dodoma,0,2.9,Cashew,3024545.09525834,0,948000.0,0
NMB-AGRI-00092,Mbeya,1,9.0,Rice,10499827.191293497,0,1494000.0,1
NMB-AGRI-00093,Mbeya,1,7.3,Cashew,9620480.66421045,0,679000.0,0
NMB-AGRI-00094,Dodoma,0,6.6,Maize,5770624.615537294,0,4353000.0,0
NMB-AGRI-00095,Mbeya,0,6.8,Cashew,9170946.994207226,0,1622000.0,1
NMB-AGRI-00096,Mwanza,0,4.4,Maize,2916830.8609672794,0,3533000.0,1
NMB-AGRI-00097,Arusha,1,0.9,Rice,693797.4495237373,0,4137000.0,0
NMB-AGRI-00098,Arusha,1,8.0,Cashew,4346764.959418606,0,4527000.0,0
NMB-AGRI-00099,Dodoma,0,6.9,Maize,5964544.998213233,0,710000.0,0
NMB-AGRI-00100,Morogoro,1,5.0,Rice,4399547.724120602,0,4486000.0,0
NMB-AGRI-00101,Dodoma,0,9.0,Cashew,11747435.37486526,0,1147000.0,0
NMB-AGRI-00102,Morogoro,1,3.7,Rice,4266583.480071728,0,3737000.0,0
NMB-AGRI-00103,Arusha,1,3.3,Maize,3091184.4419136997,0,3698000.0,0
NMB-AGRI-00104,Dodoma,0,8.8,Cashew,10138603.011888986,0,241000.0,0
NMB-AGRI-00105,Mwanza,1,8.1,Cashew,4477545.139177099,1,1259000.0,0
NMB-AGRI-00106,Mbeya,0,5.4,Cashew,3673466.2944992315,1,2561000.0,1
NMB-AGRI-00107,Morogoro,0,1.7,Rice,1915811.3539109835,1,2216000.0,1
NMB-AGRI-00108,Mbeya,0,2.5,Rice,2853417.0480632554,1,4609000.0,1
NMB-AGRI-00109,Mbeya,0,6.7,Maize,8536702.21333976,1,1927000.0,0
NMB-AGRI-00110,Dodoma,1,4.2,Coffee,3792598.988025129,1,4698000.0,1
NMB-AGRI-00111,Mbeya,1,8.4,Cashew,10269454.411575712,1,2405000.0,1
NMB-AGRI-00112,Mwanza,1,9.5,Cashew,11247813.1593218,1,4829000.0,1
NMB-AGRI-00113,Mbeya,0,8.2,Maize,11999825.702632762,0,3739000.0,0
NMB-AGRI-00114,Dodoma,0,4.1,Cashew,2932033.9283411843,0,4181000.0,0
NMB-AGRI-00115,Mwanza,1,8.0,Rice,8413436.510021117,1,703000.0,0
NMB-AGRI-00116,Arusha,1,3.8,Rice,4186704.880019783,0,3013000.0,1
NMB-AGRI-00117,Mbeya,0,2.1,Cashew,3147160.5583618637,1,885000.0,1
NMB-AGRI-00118,Dodoma,1,0.8,Cashew,560947.3137333214,0,1629000.0,1
NMB-AGRI-00119,Arusha,1,4.2,Rice,4297515.6838626275,0,3193000.0,1
NMB-AGRI-00120,Arusha,1,9.1,Cashew,7700286.3001941135,1,3686000.0,0
NMB-AGRI-00121,Morogoro,1,2.8,Rice,2872500.3120211996,1,388000.0,1
NMB-AGRI-00122,Mwanza,0,2.5,Coffee,1830321.5052577648,0,2749000.0,1
NMB-AGRI-00123,Mbeya,0,9.7,Coffee,5311840.070746635,1,2914000.0,1
NMB-AGRI-00124,Dodoma,1,0.7,Cashew,750795.8177283823,1,578000.0,1
NMB-AGRI-00125,Morogoro,0,8.0,Cashew,6686834.526886657,0,2603000.0,1
NMB-AGRI-00126,Mwanza,1,3.6,Cashew,2454989.0462943614,0,3626000.0,1
NMB-AGRI-00127,Morogoro,1,0.9,Rice,741542.0094702304,0,455000.0,1
NMB-AGRI-00128,Mwanza,0,9.2,Coffee,5053377.853319254,0,3849000.0,1
NMB-AGRI-00129,Mwanza,1,1.8,Coffee,2610796.021362186,0,2967000.0,1
NMB-AGRI-00130,Mbeya,0,5.7,Maize,6162543.115347585,0,4199000.0,1
NMB-AGRI-00131,Mwanza,1,3.1,Maize,4075782.9121757774,0,1247000.0,0
NMB-AGRI-00132,Morogoro,1,1.1,Cashew,1015430.0173025036,1,4200000.0,1
NMB-AGRI-00133,Mwanza,1,1.0,Rice,1403314.6675661858,0,654000.0,0
NMB-AGRI-00134,Mbeya,1,1.6,Cashew,1573309.1544836054,0,2138000.0,0
NMB-AGRI-00135,Mbeya,1,1.2,Coffee,1288734.3866408032,0,1158000.0,1
NMB-AGRI-00136,Morogoro,1,7.7,Cashew,7636813.646482457,1,4405000.0,1
NMB-AGRI-00137,Arusha,1,5.1,Cashew,6289719.308925023,1,3584000.0,1
NMB-AGRI-00138,Arusha,0,3.8,Coffee,4053293.094887837,0,322000.0,1
NMB-AGRI-00139,Mwanza,0,4.5,Coffee,3472195.15611179,1,246000.0,0
NMB-AGRI-00140,Dodoma,0,9.3,Coffee,6003517.641300611,1,1598000.0,1
NMB-AGRI-00141,Mwanza,0,9.2,Coffee,10176344.377723394,1,888000.0,0
NMB-AGRI-00142,Morogoro,1,7.3,Maize,7221013.719293364,1,3225000.0,1
NMB-AGRI-00143,Morogoro,1,8.9,Rice,5304183.700595406,0,3386000.0,0
NMB-AGRI-00144,Morogoro,1,3.5,Rice,3134661.1302764392,0,4721000.0,0
NMB-AGRI-00145,Morogoro,0,4.1,Coffee,4160583.330201859,0,4770000.0,0
NMB-AGRI-00146,Morogoro,1,6.3,Rice,8359427.373101217,0,3363000.0,0
NMB-AGRI-00147,Mbeya,0,6.4,Rice,3687046.7573335194,0,227000.0,1
NMB-AGRI-00148,Arusha,1,5.1,Rice,4327326.276054614,1,1923000.0,0
NMB-AGRI-00149,Morogoro,1,4.3,Rice,5687421.327654657,0,2663000.0,1
NMB-AGRI-00150,Dodoma,0,9.9,Coffee,11369396.92453863,1,2596000.0,0
NMB-AGRI-00151,Dodoma,0,8.3,Cashew,6556654.070971431,0,3096000.0,1
NMB-AGRI-00152,Dodoma,0,4.6,Cashew,6188541.561304154,0,4811000.0,1
NMB-AGRI-00153,Dodoma,1,7.4,Cashew,7350372.496163924,0,4449000.0,0
NMB-AGRI-00154,Mbeya,1,3.1,Maize,3094890.863062428,0,723000.0,1
NMB-AGRI-00155,Dodoma,1,1.5,Rice,2214881.0088005764,1,1477000.0,1
NMB-AGRI-00156,Morogoro,0,3.8,Coffee,5499042.712298239,1,4199000.0,1
NMB-AGRI-00157,Mwanza,1,4.3,Coffee,3691690.5384903285,0,4157000.0,0
NMB-AGRI-00158,Dodoma,1,0.7,Maize,448405.39006415766,1,1522000.0,0
NMB-AGRI-00159,Mbeya,1,8.2,Coffee,6770467.20468037,1,3707000.0,0
NMB-AGRI-00160,Mbeya,0,3.9,Cashew,2068884.7152144134,0,3426000.0,0
NMB-AGRI-00161,Dodoma,0,6.0,Maize,3124607.3202623473,0,2473000.0,1
NMB-AGRI-00162,Mwanza,1,1.2,Coffee,1074626.563501703,0,1167000.0,1
NMB-AGRI-00163,Dodoma,0,2.2,Maize,3170243.609933915,0,4465000.0,0
NMB-AGRI-00164,Mbeya,0,9.0,Maize,12342216.071089868,1,3454000.0,0
NMB-AGRI-00165,Arusha,0,6.3,Coffee,6372089.853681025,0,1011000.0,1
NMB-AGRI-00166,Morogoro,1,9.5,Cashew,10119650.621122891,0,3583000.0,1
NMB-AGRI-00167,Mbeya,1,10.0,Coffee,5059334.967460565,0,3759000.0,1
NMB-AGRI-00168,Dodoma,1,4.0,Rice,2862004.623335062,1,4457000.0,1
NMB-AGRI-00169,Morogoro,1,3.3,Rice,1731754.6188834663,1,1270000.0,1
NMB-AGRI-00170,Dodoma,1,8.7,Coffee,10914493.93444987,0,4946000.0,1
NMB-AGRI-00171,Dodoma,0,10.0,Cashew,6456457.960264977,0,936000.0,1
NMB-AGRI-00172,Arusha,1,6.5,Rice,8898806.166099312,0,3083000.0,1
NMB-AGRI-00173,Morogoro,0,8.1,Rice,9260926.940773884,1,3354000.0,0
NMB-AGRI-00174,Morogoro,1,7.9,Coffee,5762407.544474135,0,2211000.0,0
NMB-AGRI-00175,Arusha,0,3.9,Coffee,2565109.236624674,1,2480000.0,1
NMB-AGRI-00176,Mbeya,0,6.0,Coffee,6765748.2055383185,1,4476000.0,1
NMB-AGRI-00177,Dodoma,0,8.4,Maize,11767030.634371517,0,3297000.0,0
NMB-AGRI-00178,Mwanza,0,7.0,Maize,8528521.532400671,0,2586000.0,1
NMB-AGRI-00179,Dodoma,0,0.7,Maize,593982.6561223643,0,816000.0,0
NMB-AGRI-00180,Dodoma,0,3.7,Coffee,4023319.3024939946,0,235000.0,1
NMB-AGRI-00181,Mbeya,1,1.9,Cashew,1540447.2212076003,0,800000.0,0
NMB-AGRI-00182,Dodoma,1,2.7,Rice,4047703.830302379,0,4790000.0,1
NMB-AGRI-00183,Arusha,1,9.1,Maize,11364436.615002846,0,3868000.0,1
NMB-AGRI-00184,Arusha,1,0.9,Cashew,1002943.4757810782,0,4842000.0,0
NMB-AGRI-00185,Morogoro,1,2.6,Coffee,2400473.771191156,1,371000.0,0
NMB-AGRI-00186,Mwanza,1,3.4,Maize,3801717.7868824946,0,3465000.0,1
NMB-AGRI-00187,Dodoma,1,6.4,Coffee,5386342.799790943,0,413000.0,0
NMB-AGRI-00188,Dodoma,0,5.6,Cashew,2961643.1009649723,1,3954000.0,1
NMB-AGRI-00189,Mbeya,0,2.6,Maize,2327230.1581272455,0,2029000.0,0
NMB-AGRI-00190,Arusha,1,2.1,Maize,3004009.721117721,1,660000.0,1
NMB-AGRI-00191,Mwanza,1,2.7,Maize,3041012.955889438,1,2927000.0,1
NMB-AGRI-00192,Morogoro,1,5.3,Maize,3094965.2262757784,0,1545000.0,0
NMB-AGRI-00193,Arusha,0,3.1,Cashew,4293480.201524581,0,3366000.0,1
NMB-AGRI-00194,Morogoro,0,9.5,Maize,7304311.068744391,0,3359000.0,1
NMB-AGRI-00195,Mbeya,1,4.9,Rice,3644470.5161053645,0,3584000.0,1
NMB-AGRI-00196,Mbeya,0,1.1,Rice,876800.065658353,0,4964000.0,1
NMB-AGRI-00197,Dodoma,1,7.4,Coffee,7971296.547332086,1,2056000.0,0
NMB-AGRI-00198,Mwanza,1,3.6,Maize,3760877.136362316,0,2434000.0,1
NMB-AGRI-00199,Morogoro,1,6.7,Rice,6642472.155973308,0,4062000.0,0
NMB-AGRI-00200,Arusha,1,3.2,Rice,3896117.963240406,1,2976000.0,1
NMB-AGRI-00201,Mbeya,1,5.9,Rice,4817572.614876258,1,379000.0,1
NMB-AGRI-00202,Dodoma,1,7.8,Cashew,10000103.268264962,0,4247000.0,1
NMB-AGRI-00203,Dodoma,1,9.3,Maize,6280491.608920972,0,447000.0,0
NMB-AGRI-00204,Morogoro,1,3.0,Cashew,3847862.367231028,0,1020000.0,1
NMB-AGRI-00205,Mbeya,0,3.7,Cashew,4306097.389426046,1,690000.0,1
NMB-AGRI-00206,Mwanza,0,4.9,Rice,5797720.716783173,0,574000.0,1
NMB-AGRI-00207,Mbeya,0,9.3,Rice,9128446.59328352,1,323000.0,0
NMB-AGRI-00208,Morogoro,1,9.1,Coffee,10619713.947395869,0,464000.0,1
NMB-AGRI-00209,Morogoro,1,1.4,Maize,811715.8651832404,1,2324000.0,0
NMB-AGRI-00210,Mbeya,1,1.8,Maize,2432792.010688861,0,1414000.0,1
NMB-AGRI-00211,Morogoro,0,5.2,Rice,2888845.6141357594,1,807000.0,1
NMB-AGRI-00212,Mbeya,0,1.5,Rice,973112.2648072463,1,3362000.0,1
NMB-AGRI-00213,Arusha,1,3.8,Maize,4091800.8922894984,0,1285000.0,1
NMB-AGRI-00214,Mbeya,0,1.9,Coffee,2354881.7653677138,1,291000.0,1
NMB-AGRI-00215,Mbeya,1,6.5,Rice,3745635.1682506474,1,2208000.0,0
NMB-AGRI-00216,Morogoro,1,9.5,Coffee,13497265.734162036,1,1690000.0,1
NMB-AGRI-00217,Morogoro,1,10.0,Cashew,14736076.488006987,0,1729000.0,1
NMB-AGRI-00218,Dodoma,0,4.1,Rice,4534395.709331615,0,2337000.0,1
NMB-AGRI-00219,Dodoma,0,6.2,Cashew,6083709.423336387,1,3411000.0,1
NMB-AGRI-00220,Arusha,0,8.6,Rice,10675996.761605848,1,3159000.0,1
NMB-AGRI-00221,Dodoma,1,1.6,Cashew,1325371.763723529,0,4699000.0,0
NMB-AGRI-00222,Mbeya,1,7.1,Rice,7052177.482146255,1,2685000.0,1
NMB-AGRI-00223,Morogoro,0,4.4,Coffee,6231064.517983366,0,2468000.0,0
NMB-AGRI-00224,Dodoma,1,2.5,Coffee,3639138.563103834,1,1224000.0,1
NMB-AGRI-00225,Dodoma,1,4.3,Coffee,6136397.199020095,0,3826000.0,1
NMB-AGRI-00226,Arusha,0,1.2,Cashew,914937.6803566081,0,876000.0,1
NMB-AGRI-00227,Arusha,1,7.1,Coffee,5200530.18553902,0,2557000.0,1
NMB-AGRI-00228,Mbeya,1,2.9,Cashew,2313227.0671950113,0,2222000.0,1
NMB-AGRI-00229,Morogoro,0,3.5,Rice,3294588.893359611,0,3360000.0,1
NMB-AGRI-00230,Arusha,0,1.7,Cashew,1384084.6017463382,0,4605000.0,1
NMB-AGRI-00231,Dodoma,1,8.7,Rice,7605651.322929803,0,4744000.0,0
NMB-AGRI-00232,Morogoro,1,5.2,Maize,5827312.1510279495,0,1005000.0,1
NMB-AGRI-00233,Morogoro,1,5.9,Maize,7448901.494854459,1,1457000.0,0
NMB-AGRI-00234,Dodoma,1,5.9,Maize,7289793.369780712,0,4096000.0,1
NMB-AGRI-00235,Arusha,1,4.4,Cashew,5783463.69514827,0,2688000.0,0
NMB-AGRI-00236,Dodoma,0,2.3,Maize,1224024.1273954248,0,2375000.0,1
NMB-AGRI-00237,Morogoro,1,7.6,Maize,4162776.801558546,1,3611000.0,1
NMB-AGRI-00238,Mwanza,1,1.7,Maize,2191951.0331706693,1,3089000.0,0
NMB-AGRI-00239,Mwanza,0,1.5,Rice,1549618.2334869478,0,4859000.0,1
NMB-AGRI-00240,Mbeya,1,7.2,Coffee,7762612.851087267,1,3003000.0,0
NMB-AGRI-00241,Dodoma,1,2.5,Cashew,1381467.1505359425,1,2437000.0,0
NMB-AGRI-00242,Dodoma,0,3.4,Maize,2568066.923982321,0,2806000.0,1
NMB-AGRI-00243,Mbeya,1,5.0,Rice,5691771.524427389,1,4081000.0,0
NMB-AGRI-00244,Mbeya,0,4.8,Coffee,6524073.072531246,0,3141000.0,0
NMB-AGRI-00245,Mbeya,0,7.2,Coffee,10202280.459706098,0,3306000.0,0
NMB-AGRI-00246,Morogoro,0,6.4,Coffee,6402684.773344523,0,4863000.0,0
NMB-AGRI-00247,Dodoma,1,6.6,Rice,6900129.936072105,0,3168000.0,1
NMB-AGRI-00248,Morogoro,1,7.3,Maize,9731262.306803634,0,2025000.0,1
NMB-AGRI-00249,Mbeya,0,3.3,Coffee,3424161.1824662704,0,3518000.0,0
NMB-AGRI-00250,Dodoma,1,3.6,Rice,3660690.6919343425,0,3365000.0,1
NMB-AGRI-00251,Morogoro,0,4.7,Rice,6603894.977476482,0,266000.0,1
NMB-AGRI-00252,Morogoro,1,3.4,Cashew,4385771.251589992,0,2443000.0,1
NMB-AGRI-00253,Mbeya,1,9.9,Rice,13949818.010976817,0,3766000.0,0
NMB-AGRI-00254,Dodoma,1,8.2,Coffee,5889625.84920546,0,2595000.0,1
NMB-AGRI-00255,Mbeya,1,2.1,Coffee,2151188.5219762493,1,3942000.0,0
NMB-AGRI-00256,Dodoma,0,0.6,Rice,805483.2771560148,0,2364000.0,1
NMB-AGRI-00257,Mwanza,0,0.9,Coffee,550033.044720398,0,4920000.0,1
NMB-AGRI-00258,Arusha,1,2.8,Rice,3625054.0320230927,0,1606000.0,0
NMB-AGRI-00259,Arusha,1,1.6,Coffee,1092757.4134637911,0,642000.0,0
NMB-AGRI-00260,Arusha,0,5.6,Cashew,7325465.027917799,0,2264000.0,1
NMB-AGRI-00261,Mbeya,0,8.7,Maize,9674408.156744752,0,2800000.0,1
NMB-AGRI-00262,Mwanza,0,7.5,Cashew,5199269.936136504,1,1876000.0,1
NMB-AGRI-00263,Dodoma,1,2.5,Cashew,2433385.448332003,0,1363000.0,0
NMB-AGRI-00264,Morogoro,0,4.3,Maize,5082192.215781318,0,3426000.0,1
NMB-AGRI-00265,Dodoma,1,5.3,Coffee,6009420.374682775,0,2010000.0,1
NMB-AGRI-00266,Morogoro,1,8.2,Maize,7603427.009099976,1,3231000.0,0
NMB-AGRI-00267,Dodoma,1,8.5,Rice,11894615.49582788,1,3940000.0,1
NMB-AGRI-00268,Mwanza,0,9.1,Maize,9275297.071839383,0,3853000.0,1
NMB-AGRI-00269,Morogoro,1,5.3,Cashew,5331096.682202049,0,2001000.0,0
NMB-AGRI-00270,Mbeya,0,7.1,Maize,3991979.188584325,1,2926000.0,0
NMB-AGRI-00271,Dodoma,1,1.6,Coffee,2275392.6236762195,0,2358000.0,0
NMB-AGRI-00272,Dodoma,1,5.9,Cashew,3994987.755202401,0,4380000.0,1
NMB-AGRI-00273,Morogoro,0,2.9,Rice,2982199.610966007,0,4418000.0,0
NMB-AGRI-00274,Mbeya,1,4.6,Coffee,5996410.966441426,0,1850000.0,0
NMB-AGRI-00275,Mbeya,1,6.5,Cashew,4650446.300211682,1,640000.0,1
NMB-AGRI-00276,Mwanza,1,2.9,Rice,2979382.5409154394,1,1004000.0,0
NMB-AGRI-00277,Mbeya,0,1.0,Coffee,740684.9092233409,1,1962000.0,1
NMB-AGRI-00278,Mbeya,1,0.6,Rice,755816.998679947,0,2908000.0,0
NMB-AGRI-00279,Mbeya,1,0.7,Maize,745038.8175112054,0,3353000.0,0
NMB-AGRI-00280,Arusha,1,0.6,Maize,813585.516237086,0,1791000.0,0
NMB-AGRI-00281,Mwanza,1,1.5,Rice,2091837.0043160743,1,3404000.0,1
NMB-AGRI-00282,Dodoma,0,2.8,Maize,3216453.7508471147,1,4701000.0,0
NMB-AGRI-00283,Morogoro,1,2.6,Rice,3186017.2400132557,0,3330000.0,1
NMB-AGRI-00284,Dodoma,1,9.9,Coffee,10387278.98887995,0,961000.0,0
NMB-AGRI-00285,Mwanza,1,3.4,Cashew,3007057.6924291016,0,2982000.0,0
NMB-AGRI-00286,Morogoro,1,1.7,Rice,1951800.4691354188,1,2801000.0,1
NMB-AGRI-00287,Mwanza,0,5.7,Cashew,8027245.153877775,0,4379000.0,1
NMB-AGRI-00288,Mbeya,0,8.7,Cashew,7975119.30975351,0,1881000.0,0
NMB-AGRI-00289,Morogoro,0,6.9,Rice,5619429.181979188,0,2230000.0,1
NMB-AGRI-00290,Mbeya,0,3.3,Maize,2931841.897223494,0,3074000.0,0
NMB-AGRI-00291,Dodoma,1,5.8,Coffee,5425306.255227278,1,2717000.0,1
NMB-AGRI-00292,Dodoma,0,7.3,Cashew,4186995.5115373284,1,3651000.0,0
NMB-AGRI-00293,Morogoro,0,7.4,Coffee,7388469.619218959,1,394000.0,1
NMB-AGRI-00294,Morogoro,1,6.8,Cashew,6761336.886740405,1,2905000.0,0
NMB-AGRI-00295,Mwanza,1,8.8,Rice,9578305.683236605,0,784000.0,0
NMB-AGRI-00296,Mwanza,1,8.8,Maize,7592816.268147717,0,1713000.0,0
NMB-AGRI-00297,Mbeya,1,6.0,Coffee,6678645.575733539,0,3376000.0,1
NMB-AGRI-00298,Morogoro,0,4.6,Cashew,6339795.027261333,1,956000.0,0
